"Frame" "Untracked" "Tracking ID" "Lineage ID" "Position X (µm)" "Position Y (µm)" "Pixel Position X (Pixels)" "Pixel Position Y (pixels)" "Volume (µm³)" "Mean Thickness (µm)" "Radius (µm)" "Area (µm²)" "Sphericity ()" "Length (µm)" "Width (µm)" "Orientation (°)" "Dry Mass (pg)" "Displacement (µm)" "Instantaneous Velocity (µm/s)" "Instantaneous Velocity X (µm/s)" "Instantaneous Velocity Y (µm/s)" "Track Length (µm)"
145 "1" "175" "14" "191.212677001953" "367.674530029297" "235" "452" "3848.80126953125" "3.61913061141968" "18.3985576629639" "1063.45080566406" "0.52249538898468" "45.5241851806641" "28.4290027618408" "54.4623222351074" "962.199096679688" "0" "0.00305396178737283" "-0.00234493683092296" "-0.00195651594549418" "0"
146 "1" "175" "14" "190.368499755859" "366.970184326172" "234" "451" "3917.81884765625" "3.78025817871094" "18.1629276275635" "1036.38598632813" "0.538084089756012" "46.1486854553223" "27.7867050170898" "53.1301040649414" "979.452941894531" "1.09942626953125" "0.00223825057037175" "0.00159859121777117" "0.0015666113467887" "1.09942626953125"
147 "1" "175" "14" "192.363662719727" "368.802490234375" "236" "453" "3852.01171875" "4.03260278701782" "17.4369411468506" "955.19140625" "0.56991320848465" "41.8235473632813" "27.7526779174805" "61.3895378112793" "963.002014160156" "1.6115403175354" "0.00237905629910529" "0.00236610835418105" "0.000247870542807505" "3.80830430984497"
148 "1" "175" "14" "192.07209777832" "367.148651123047" "236" "451" "3742.27197265625" "3.79190802574158" "17.7237911224365" "986.877075195313" "0.540133833885193" "46.7517356872559" "26.265438079834" "65.7722549438477" "935.568176269531" "1.0075478553772" "0.00727672642096877" "0.00440044421702623" "-0.00579541502520442" "5.48764753341675"
149 "1" "175" "14" "195.531982421875" "364.629791259766" "240" "448" "3773.10009765625" "4.02222061157227" "17.2795734405518" "938.0283203125" "0.561425507068634" "45.6453247070313" "24.8873043060303" "74.0546035766602" "943.274780273438" "5.28458452224731" "0.010331267490983" "0.00921741034835577" "-0.00466630700975657" "9.76730346679688"
150 "1" "175" "14" "198.708633422852" "363.788909912109" "244" "447" "3778.75415039063" "3.42973828315735" "18.7268257141113" "1101.73767089844" "0.495211184024811" "43.8737449645996" "30.874116897583" "90" "944.687561035156" "8.44318675994873" "0.00980331096798182" "0.00884693954139948" "-0.00422333599999547" "13.0533638000488"
151 "1" "175" "14" "201.901779174805" "361.588989257813" "248" "445" "3793.68237304688" "3.12601780891418" "19.6520919799805" "1213.29772949219" "0.45845365524292" "47.9622802734375" "35.6083602905273" "-63.4349517822266" "948.419860839844" "12.3000288009644" "0.00471222214400768" "0.00469042453914881" "-0.000452719803433865" "16.9309711456299"
152 "1" "175" "14" "202.085739135742" "363.462951660156" "248" "447" "3843.96704101563" "3.11199641227722" "19.8277263641357" "1235.08166503906" "0.455200970172882" "41.6469230651855" "41.4548721313477" "-78.3106307983398" "960.991271972656" "11.6602258682251" "0.00568057456985116" "-4.68995822302531E-05" "0.00568038085475564" "18.8139400482178"
153 "1" "175" "14" "201.868011474609" "365.678863525391" "248" "450" "3888.99877929688" "3.2419741153717" "19.5395011901855" "1199.43530273438" "0.472294121980667" "41.6288604736328" "39.7973098754883" "43.4518432617188" "972.24853515625" "10.8406105041504" "0.00665306719020009" "-0.00453116092830896" "0.00487153790891171" "21.0405235290527"
154 "1" "175" "14" "198.823303222656" "366.970458984375" "244" "451" "2810.03955078125" "2.96215200424194" "17.3765830993652" "948.590209960938" "0.45288673043251" "43.5516510009766" "26.8780555725098" "88.0908508300781" "702.509216308594" "7.64312410354614" "0.0061671300791204" "-0.00608259858563542" "0.00101759168319404" "24.3478584289551"
155 "1" "175" "14" "197.488540649414" "366.411529541016" "243" "450" "2765.60717773438" "3.10073089599609" "16.8485946655273" "891.820068359375" "0.467450976371765" "43.0612678527832" "25.9992561340332" "90" "691.400817871094" "6.4016900062561" "0.00591261312365532" "-0.00386640755459666" "-0.00447324104607105" "25.794921875"
156 "1" "175" "14" "196.039489746094" "363.749725341797" "241" "447" "2467.66552734375" "2.95492124557495" "16.3035163879395" "835.049865722656" "0.449226707220078" "45.4986991882324" "28.4366855621338" "90" "616.915771484375" "6.22111034393311" "0.0110552432015538" "0.00598763348534703" "0.00929336529225111" "28.825590133667"
157 "1" "175" "14" "201.79963684082" "373.102752685547" "248" "459" "1971.2177734375" "3.66223096847534" "13.0862379074097" "537.99658203125" "0.603666245937347" "29.3217124938965" "23.4321269989014" "-21.2505054473877" "492.803680419922" "11.8974504470825" "0.0153089743107557" "0.00695281568914652" "0.0136390263214707" "39.8100547790527"
158 "1" "175" "14" "201.045516967773" "373.56982421875" "247" "459" "2003.40637207031" "4.17266798019409" "12.3595657348633" "479.906127929688" "0.671178758144379" "26.6137981414795" "22.6983375549316" "-24.7751426696777" "500.851135253906" "11.4646949768066" "0.00292951450683177" "-0.00253056408837438" "-0.00147590634878725" "40.6971015930176"
159 "1" "175" "14" "199.977630615234" "372.040100097656" "246" "457" "1949.23791503906" "4.90417814254761" "11.2469367980957" "397.391296386719" "0.76372367143631" "26.2860145568848" "18.7825508117676" "-61.9275131225586" "487.309295654297" "9.79196643829346" "0.00236810627393425" "-0.00210714875720441" "-0.00108067190740258" "42.5626945495605"
163 "1" "175" "14" "198.180587768555" "375.046661376953" "243" "461" "2250.30078125" "4.90306949615479" "12.0844926834106" "458.782318115234" "0.769803106784821" "24.2252254486084" "24.0457801818848" "83.6598052978516" "562.574462890625" "10.1439685821533" "0.00252893357537687" "-0.00183524552267045" "-0.00173993641510606" "46.065372467041"
164 "1" "175" "14" "197.308471679688" "373.042266845703" "242" "459" "2400.66235351563" "5.11403322219849" "12.2228031158447" "469.34423828125" "0.780978322029114" "25.7626132965088" "22.4713554382324" "77.9052429199219" "600.164916992188" "8.12227249145508" "0.00799290183931589" "0.0012590407859534" "-0.00789311714470387" "48.251277923584"
165 "1" "175" "14" "199.087097167969" "369.363616943359" "245" "454" "2497.60205078125" "4.83829784393311" "12.8185634613037" "516.212646484375" "0.730034410953522" "29.9702892303467" "23.8860950469971" "56.3099365234375" "624.400024414063" "8.05354022979736" "0.00809367559850216" "-0.000116475421236828" "-0.00809283740818501" "52.3373489379883"
166 "1" "175" "14" "197.224609375" "367.215423583984" "242" "451" "2486.31225585938" "5.09636974334717" "12.4611530303955" "487.827575683594" "0.775813162326813" "26.6323947906494" "25.5453586578369" "-48.0127830505371" "621.577270507813" "6.02943706512451" "0.0079482002183795" "-0.00592981977388263" "-0.00529255345463753" "55.1805152893066"
167 "1" "175" "14" "194.817626953125" "365.552978515625" "239" "449" "2507.96215820313" "4.84405326843262" "12.8349456787109" "517.532836914063" "0.74094033241272" "27.8001689910889" "27.3698272705078" "-42.1375961303711" "626.990173339844" "4.1828989982605" "0.00481213442981243" "-0.00342411454766989" "-0.00338113564066589" "58.1058006286621"
168 "1" "175" "14" "194.759246826172" "364.781005859375" "239" "448" "2572.86889648438" "4.52135515213013" "13.4582824707031" "569.022155761719" "0.691222786903381" "28.362491607666" "27.6613903045654" "-41.8201713562012" "643.216796875" "4.57718706130981" "0.00342083023861051" "0.00330549874342978" "-0.000880771200172603" "58.8799781799316"
169 "1" "175" "14" "197.19758605957" "364.918823242188" "242" "449" "2367.6845703125" "4.90613174438477" "12.3935213088989" "482.546630859375" "0.766522943973541" "29.9143466949463" "23.521167755127" "86.6335372924805" "591.92041015625" "6.58885860443115" "0.00104471854865551" "0.000608232279773802" "-0.00084940594388172" "61.322208404541"
170 "1" "175" "14" "195.197174072266" "364.16943359375" "240" "448" "2439.94921875" "4.96686840057373" "12.5032377243042" "491.128173828125" "0.763519763946533" "37.9339790344238" "20.5698337554932" "80.5376815795898" "609.986511230469" "5.30678033828735" "0.00354956882074475" "-0.00175124278757721" "-0.00308748870156705" "63.458381652832"
171 "1" "175" "14" "195.93669128418" "362.695831298828" "241" "446" "2399.02099609375" "4.95760440826416" "12.4104633331299" "483.866851806641" "0.743021070957184" "30.4495277404785" "21.0580043792725" "68.9624862670898" "599.754455566406" "6.8632173538208" "0.00575442751869559" "-0.00197630980983377" "-0.00540440855547786" "65.1071319580078"
172 "1" "175" "14" "193.774230957031" "360.278259277344" "238" "443" "2564.86010742188" "4.54439115524292" "13.4035263061523" "564.401306152344" "0.683117806911469" "36.9423675537109" "22.7216091156006" "76.504264831543" "641.214904785156" "7.82728433609009" "0.00692022126168013" "-0.00581239070743322" "-0.00375573895871639" "68.3507308959961"
