"Frame" "Untracked" "Tracking ID" "Lineage ID" "Position X (µm)" "Position Y (µm)" "Pixel Position X (Pixels)" "Pixel Position Y (pixels)" "Volume (µm³)" "Mean Thickness (µm)" "Radius (µm)" "Area (µm²)" "Sphericity ()" "Length (µm)" "Width (µm)" "Orientation (°)" "Dry Mass (pg)" "Displacement (µm)" "Instantaneous Velocity (µm/s)" "Instantaneous Velocity X (µm/s)" "Instantaneous Velocity Y (µm/s)" "Track Length (µm)"
48 "1" "56" "55" "455.164764404297" "83.6725845336914" "560" "102" "1124.54357910156" "4.1854453086853" "9.24768829345703" "268.668212890625" "0.826382398605347" "18.6869659423828" "17.06201171875" "90" "281.135467529297" "34.8930969238281" "0.0041236961260438" "0.00304942671209574" "-0.00277594453655183" "63.0291137695313"
49 "1" "56" "55" "457.075958251953" "84.7496490478516" "562" "104" "1092.07275390625" "3.82022619247437" "9.53849697113037" "285.831298828125" "0.746865391731262" "19.4994430541992" "17.8744888305664" "0" "273.017852783203" "33.318172454834" "0.00229548430070281" "-0.000417666975408793" "0.00225716689601541" "65.2229080200195"
50 "1" "56" "55" "454.864044189453" "85.2977447509766" "559" "104" "1151.57189941406" "3.44071102142334" "10.3214330673218" "334.680084228516" "0.672743260860443" "29.1617546081543" "16.838321685791" "59.9314155578613" "287.892608642578" "35.5955543518066" "0.00488568004220724" "-0.0035704574547708" "0.00333492155186832" "67.5017166137695"
51 "1" "56" "55" "454.506225585938" "87.1456451416016" "559" "107" "1111.94702148438" "3.66134977340698" "9.83138942718506" "303.654510498047" "0.721884727478027" "26.4273567199707" "14.3626956939697" "45" "277.986267089844" "36.4839897155762" "0.0141244130209088" "0.00716431252658367" "0.0121725788339973" "69.3839416503906"
52 "1" "56" "55" "460.023345947266" "94.0568542480469" "566" "115" "1152.81213378906" "4.71948385238647" "8.81732559204102" "244.243835449219" "0.817376375198364" "20.8111438751221" "15.929515838623" "-18.4349479675293" "288.202728271484" "34.4632377624512" "0.0126056857407093" "0.0063978829421103" "0.01086141820997" "78.2272109985352"
53 "1" "56" "55" "459.112701416016" "94.9658660888672" "565" "116" "1047.93225097656" "4.46954727172852" "8.63674640655518" "234.342071533203" "0.822747051715851" "17.7320804595947" "16.5091800689697" "41.1859245300293" "261.982574462891" "35.7205810546875" "0.00497835129499435" "0.00189204746857286" "0.00460479501634836" "79.5139083862305"
55 "1" "56" "55" "463.658538818359" "99.7787475585938" "570" "122" "1178.98876953125" "4.85250329971313" "8.79346179962158" "242.923614501953" "0.870424151420593" "16.2495346069336" "15.4370584487915" "0" "294.746948242188" "35.1276397705078" "0.00641017453745008" "0.00414335448294878" "0.00489110965281725" "86.1342086791992"
56 "1" "56" "55" "464.368835449219" "100.893905639648" "571" "124" "1127.94946289063" "4.29250526428223" "9.14486980438232" "262.727142333984" "0.816416621208191" "17.8744888305664" "17.06201171875" "90" "281.987152099609" "35.4058418273926" "0.00544833112508059" "0.000682576501276344" "0.00540540460497141" "87.4563674926758"
57 "1" "56" "55" "464.149993896484" "103.670639038086" "571" "127" "1128.58374023438" "3.87646293640137" "9.6262092590332" "291.112243652344" "0.751752734184265" "22.2438106536865" "16.8878059387207" "47.7263145446777" "282.145721435547" "37.5879707336426" "0.0029008116107434" "-0.000466876546852291" "0.00286299386061728" "90.2417144775391"
58 "1" "56" "55" "464.032684326172" "102.955261230469" "571" "126" "1100.22546386719" "4.01613473892212" "9.33813285827637" "273.949157714844" "0.791813790798187" "19.5332660675049" "17.2352352142334" "45" "275.05615234375" "37.1350746154785" "0.00422967225313187" "0.00421286700293422" "0.00037666957359761" "90.9666442871094"
59 "1" "56" "55" "467.183258056641" "103.941841125488" "575" "127" "1108.89208984375" "3.69968819618225" "9.76706218719482" "299.693786621094" "0.758162915706635" "20.7313270568848" "17.8019008636475" "33.6900634765625" "277.222747802734" "35.8609771728516" "0.00151945615652949" "-0.000161361691425554" "0.00151086389087141" "94.2680740356445"
60 "1" "56" "55" "463.91650390625" "104.043083190918" "570" "128" "1150.91223144531" "3.64604735374451" "10.021897315979" "315.53662109375" "0.742852628231049" "21.9368724822998" "18.6869659423828" "0" "287.727874755859" "38.0215835571289" "0.00707592722028494" "-0.0070587582886219" "-0.000492625753395259" "97.5363998413086"
61 "1" "56" "55" "462.100952148438" "103.58715057373" "568" "127" "1148.97570800781" "3.39799356460571" "10.37220287323" "337.980651855469" "0.711260139942169" "24.6161861419678" "16.8760452270508" "51.3401947021484" "287.243469238281" "38.9181137084961" "0.000418012408772483" "-0.000363474304322153" "-0.000206448035896756" "99.4083251953125"
62 "1" "56" "55" "463.659118652344" "103.895294189453" "570" "127" "1095.95458984375" "3.7385036945343" "9.65889644622803" "293.092620849609" "0.745994329452515" "22.4243602752686" "16.4120330810547" "53.1301040649414" "273.988342285156" "38.082462310791" "0.00631256168708205" "0.00614117924124002" "-0.00146094150841236" "100.99666595459"
63 "1" "56" "55" "466.518951416016" "102.539901733398" "574" "126" "1103.73352050781" "3.08905553817749" "10.6619005203247" "357.124084472656" "0.638159930706024" "23.1430759429932" "20.2417583465576" "-48.3664588928223" "275.93310546875" "35.1845703125" "0.00383647345006466" "0.000530932622496039" "0.00379955768585205" "104.161430358887"
64 "1" "56" "55" "464.026519775391" "106.646125793457" "571" "131" "1142.52661132813" "3.94110631942749" "9.60435676574707" "289.792022705078" "0.803865373134613" "20.5059871673584" "16.6751976013184" "33.6900634765625" "285.63134765625" "39.9397010803223" "0.00982120353728533" "-0.00497621996328235" "0.00846718810498714" "108.964897155762"
65 "1" "56" "55" "462.929168701172" "108.647651672363" "569" "133" "1159.08386230469" "3.70921182632446" "9.96934413909912" "312.236053466797" "0.740811288356781" "22.5340518951416" "18.4779224395752" "33.6900634765625" "289.770660400391" "42.1884651184082" "0.0074151773005724" "0.00410825945436955" "0.00617309147492051" "111.247505187988"
66 "1" "56" "55" "466.984466552734" "111.090751647949" "574" "136" "1182.05627441406" "3.14089846611023" "10.9439334869385" "376.267547607422" "0.633802652359009" "22.7818450927734" "21.8766059875488" "68.1985931396484" "295.513793945313" "41.8531799316406" "0.00676800822839141" "0.00648078927770257" "0.00195071962662041" "115.981864929199"
67 "1" "56" "55" "467.595336914063" "110.052169799805" "575" "135" "1136.62670898438" "4.40299415588379" "9.06409358978271" "258.106323242188" "0.870801150798798" "18.7557220458984" "16.7002983093262" "71.5650482177734" "284.15625" "40.6486549377441" "0.00506162224337459" "0.00432322733104229" "-0.00263243727385998" "117.18677520752"
68 "1" "56" "55" "470.090240478516" "109.197776794434" "578" "134" "1178.13732910156" "3.83791375160217" "9.88467693328857" "306.955108642578" "0.769317984580994" "20.0507488250732" "18.3213024139404" "-86.185920715332" "294.533996582031" "38.6395492553711" "0.00355148687958717" "2.93530265480513E-05" "-0.00355136557482183" "119.823921203613"
69 "1" "56" "55" "467.602630615234" "107.49284362793" "575" "132" "1175.32055664063" "3.4965660572052" "10.3417701721191" "336.000305175781" "0.69409567117691" "27.0018653869629" "19.5332660675049" "45" "293.829833984375" "38.4966125488281" "0.0041180644184351" "-0.00291770091280341" "-0.00290611037053168" "122.839714050293"
70 "1" "56" "55" "467.982604980469" "107.100654602051" "575" "131" "1196.44213867188" "3.2926869392395" "10.7502202987671" "363.065155029297" "0.67227840423584" "31.2532272338867" "15.2819108963013" "8.13010406494141" "299.110015869141" "37.9592018127441" "0.0066101741977036" "-0.00604532007128" "-0.00267366832122207" "123.385787963867"
71 "1" "56" "55" "463.25" "105.567802429199" "570" "129" "1208.38879394531" "2.89998340606689" "11.5146484375" "416.534759521484" "0.597872138023376" "32.3003005981445" "15.7912588119507" "6.34018707275391" "302.096862792969" "39.6086235046387" "0.0105878757312894" "-0.0100789284333587" "-0.00324319303035736" "128.360443115234"
72 "1" "56" "55" "460.732788085938" "104.767784118652" "567" "128" "1151.87756347656" "3.18814206123352" "10.7208614349365" "361.084808349609" "0.658804893493652" "27.8476505279541" "16.567590713501" "12.52880859375" "287.969116210938" "40.7179336547852" "0.00751869427040219" "-0.00723019754514098" "-0.00206276681274176" "131.001724243164"
73 "1" "56" "55" "458.05126953125" "104.084838867188" "563" "128" "1169.21740722656" "3.07883286476135" "10.9918279647827" "379.568115234375" "0.640579402446747" "23.5618267059326" "21.9368724822998" "0" "292.304046630859" "42.1645851135254" "0.00596392201259732" "-0.00581444706767797" "0.00132686318829656" "133.768844604492"
74 "1" "56" "55" "456.542205810547" "105.727676391602" "561" "130" "1152.42126464844" "2.85138082504272" "11.3399648666382" "403.992523193359" "0.603916704654694" "31.559362411499" "17.0666065216064" "43.0250663757324" "288.105041503906" "44.3877182006836" "0.00467722536996007" "-0.00265185139141977" "-0.00385280698537827" "135.999588012695"
75 "1" "56" "55" "456.137756347656" "101.315368652344" "561" "124" "1203.43090820313" "3.20115900039673" "10.9343290328979" "375.607421875" "0.652728617191315" "33.3214530944824" "16.086217880249" "45" "300.857452392578" "41.8330993652344" "0.0101957963779569" "0.000767220393754542" "-0.0101668890565634" "140.430389404297"
76 "1" "56" "55" "457.094604492188" "98.4075164794922" "562" "121" "1195.95690917969" "3.59419465065002" "10.2908506393433" "332.69970703125" "0.7368443608284" "20.318187713623" "19.9129810333252" "4.08561706542969" "298.988922119141" "39.325611114502" "0.00633928179740906" "-0.00231802207417786" "-0.00590027682483196" "143.491622924805"
77 "1" "56" "55" "454.468780517578" "97.0671691894531" "559" "119" "1200.49133300781" "3.77908802032471" "10.053297996521" "317.516998291016" "0.768314480781555" "23.6419525146484" "18.4327087402344" "9.46232604980469" "300.122497558594" "40.7680320739746" "0.00440227566286922" "-0.00409749336540699" "-0.00160952669102699" "146.439758300781"
78 "1" "56" "55" "454.144409179688" "97.2486572265625" "558" "119" "1191.13879394531" "3.14082551002502" "10.9822664260864" "378.908020019531" "0.641999065876007" "29.5248203277588" "16.7687473297119" "27.8972663879395" "297.784423828125" "41.1393394470215" "0.0101823266595602" "0.0101715084165335" "0.000469228951260448" "146.811447143555"
